regressionExample(med_house_val(id1),4.526).
regressionExample(med_house_val(id3792),2.5).
regressionExample(med_house_val(id3793),2.25).
regressionExample(med_house_val(id3794),2.625).
regressionExample(med_house_val(id3795),2.823).
regressionExample(med_house_val(id3796),2.743).
regressionExample(med_house_val(id3797),3.25).
regressionExample(med_house_val(id3798),2.324).
regressionExample(med_house_val(id3799),2.094).
regressionExample(med_house_val(id3800),3.229).
regressionExample(med_house_val(id3801),4.179).
regressionExample(med_house_val(id3802),5.00001).
regressionExample(med_house_val(id3803),1.405).
regressionExample(med_house_val(id3804),2.265).
regressionExample(med_house_val(id3805),2.413).
regressionExample(med_house_val(id3806),2.212).
regressionExample(med_house_val(id3807),1.956).
regressionExample(med_house_val(id3808),2.021).
regressionExample(med_house_val(id3809),2.027).
regressionExample(med_house_val(id3810),1.869).
regressionExample(med_house_val(id3811),2.2).
regressionExample(med_house_val(id3812),2.291).
regressionExample(med_house_val(id3813),1.974).
regressionExample(med_house_val(id3814),1.899).
regressionExample(med_house_val(id3815),0.938).
regressionExample(med_house_val(id3816),2.25).
regressionExample(med_house_val(id3817),2.02).
regressionExample(med_house_val(id3818),2.158).
regressionExample(med_house_val(id3819),2.177).
regressionExample(med_house_val(id3820),2.554).
regressionExample(med_house_val(id3821),1.917).
regressionExample(med_house_val(id3822),2.211).
regressionExample(med_house_val(id3823),2.104).
regressionExample(med_house_val(id3824),2.817).
regressionExample(med_house_val(id3825),2.929).
regressionExample(med_house_val(id3826),1.905).
regressionExample(med_house_val(id3827),2.308).
regressionExample(med_house_val(id3828),2.056).
regressionExample(med_house_val(id3829),1.922).
regressionExample(med_house_val(id3830),2.335).
regressionExample(med_house_val(id3831),2.563).
regressionExample(med_house_val(id3832),2.381).
regressionExample(med_house_val(id3833),2.349).
regressionExample(med_house_val(id3834),2.256).
regressionExample(med_house_val(id3835),2.325).
regressionExample(med_house_val(id3836),2.455).
regressionExample(med_house_val(id3837),2.436).
regressionExample(med_house_val(id3838),2.155).
regressionExample(med_house_val(id3839),1.991).
regressionExample(med_house_val(id3840),2.711).
regressionExample(med_house_val(id3841),2.21).
regressionExample(med_house_val(id3842),1.781).
regressionExample(med_house_val(id3843),1.542).
regressionExample(med_house_val(id3844),1.813).
regressionExample(med_house_val(id3845),1.583).
regressionExample(med_house_val(id3846),1.742).
regressionExample(med_house_val(id3847),2.25).
regressionExample(med_house_val(id3848),2.288).
regressionExample(med_house_val(id3849),2.464).
regressionExample(med_house_val(id3850),2.514).
regressionExample(med_house_val(id3851),2.532).
regressionExample(med_house_val(id3852),2.15).
regressionExample(med_house_val(id3853),2.867).
regressionExample(med_house_val(id3854),2.25).
regressionExample(med_house_val(id3855),2.1).
regressionExample(med_house_val(id3856),2.861).
regressionExample(med_house_val(id3857),2.66).
regressionExample(med_house_val(id3858),3.531).
regressionExample(med_house_val(id3859),5.00001).
regressionExample(med_house_val(id3860),2.794).
regressionExample(med_house_val(id3861),3.797).
regressionExample(med_house_val(id3862),3.285).
regressionExample(med_house_val(id3863),3.375).
regressionExample(med_house_val(id3864),2.726).
regressionExample(med_house_val(id3865),2.773).
regressionExample(med_house_val(id3866),2.613).
regressionExample(med_house_val(id3867),3.093).
regressionExample(med_house_val(id3868),2.737).
regressionExample(med_house_val(id3869),3.148).
regressionExample(med_house_val(id3870),2.804).
regressionExample(med_house_val(id3871),2.991).
regressionExample(med_house_val(id3872),2.271).
regressionExample(med_house_val(id3873),1.992).
regressionExample(med_house_val(id3874),2.241).
regressionExample(med_house_val(id3875),2.016).
regressionExample(med_house_val(id3876),2.037).
regressionExample(med_house_val(id3877),2.221).
regressionExample(med_house_val(id3878),2.361).
regressionExample(med_house_val(id3879),2.159).
regressionExample(med_house_val(id3880),2.092).
regressionExample(med_house_val(id3881),2.236).
regressionExample(med_house_val(id3882),2.132).
regressionExample(med_house_val(id3883),1.954).
regressionExample(med_house_val(id3884),2.033).
regressionExample(med_house_val(id3885),2.067).
regressionExample(med_house_val(id3886),2.11).
regressionExample(med_house_val(id3887),1.998).
regressionExample(med_house_val(id3888),2.132).
regressionExample(med_house_val(id3889),2.464).
regressionExample(med_house_val(id3890),2.051).
regressionExample(med_house_val(id3891),1.968).
regressionExample(med_house_val(id3892),1.97).
regressionExample(med_house_val(id3893),2.087).
regressionExample(med_house_val(id3894),1.898).
regressionExample(med_house_val(id3895),1.998).
regressionExample(med_house_val(id3896),2.053).
regressionExample(med_house_val(id3897),2.003).
regressionExample(med_house_val(id3898),2.09).
regressionExample(med_house_val(id3899),1.884).
regressionExample(med_house_val(id3900),1.937).
regressionExample(med_house_val(id3901),2.038).
regressionExample(med_house_val(id3902),2.625).
regressionExample(med_house_val(id3903),2.275).
regressionExample(med_house_val(id3904),2.292).
regressionExample(med_house_val(id3905),2.211).
regressionExample(med_house_val(id3906),2.291).
regressionExample(med_house_val(id3907),2.283).
regressionExample(med_house_val(id3908),2.247).
regressionExample(med_house_val(id3909),1.95).
regressionExample(med_house_val(id3910),2.072).
regressionExample(med_house_val(id3911),1.911).
regressionExample(med_house_val(id3912),1.798).
regressionExample(med_house_val(id3913),1.706).
regressionExample(med_house_val(id3914),2.118).
regressionExample(med_house_val(id3915),2.039).
regressionExample(med_house_val(id3916),2.069).
regressionExample(med_house_val(id3917),2.121).
regressionExample(med_house_val(id3918),1.923).
regressionExample(med_house_val(id3919),2.454).
regressionExample(med_house_val(id3920),2.403).
regressionExample(med_house_val(id3921),1.909).
regressionExample(med_house_val(id3922),1.967).
regressionExample(med_house_val(id3923),2.014).
regressionExample(med_house_val(id3924),1.836).
regressionExample(med_house_val(id3925),2.351).
regressionExample(med_house_val(id3926),2.51).
regressionExample(med_house_val(id3927),2.392).
regressionExample(med_house_val(id3928),2.403).
regressionExample(med_house_val(id3929),2.225).
regressionExample(med_house_val(id3930),2.238).
regressionExample(med_house_val(id3931),2.177).
regressionExample(med_house_val(id3932),1.788).
regressionExample(med_house_val(id3933),2.019).
regressionExample(med_house_val(id3934),2.209).
regressionExample(med_house_val(id3935),2.584).
regressionExample(med_house_val(id3936),2.705).
regressionExample(med_house_val(id3937),2.552).
regressionExample(med_house_val(id3938),2.993).
regressionExample(med_house_val(id3939),2.282).
regressionExample(med_house_val(id3940),2.509).
regressionExample(med_house_val(id3941),2.277).
regressionExample(med_house_val(id3942),2.254).
regressionExample(med_house_val(id3943),2.275).
regressionExample(med_house_val(id3944),2.515).
regressionExample(med_house_val(id3945),2.413).
regressionExample(med_house_val(id3946),2.586).
regressionExample(med_house_val(id3947),2.329).
regressionExample(med_house_val(id3948),1.805).
regressionExample(med_house_val(id3949),1.609).
regressionExample(med_house_val(id3950),2.271).
regressionExample(med_house_val(id3951),2.358).
regressionExample(med_house_val(id3952),2.448).
regressionExample(med_house_val(id3953),3.9).
regressionExample(med_house_val(id3954),5.00001).
regressionExample(med_house_val(id3955),3.384).
regressionExample(med_house_val(id3956),2.349).
regressionExample(med_house_val(id3957),3.361).
regressionExample(med_house_val(id3958),1.835).
regressionExample(med_house_val(id3959),1.798).
regressionExample(med_house_val(id3960),1.5).
regressionExample(med_house_val(id3961),1.823).
regressionExample(med_house_val(id3962),2.21).
regressionExample(med_house_val(id3963),1.904).
regressionExample(med_house_val(id3964),2.08).
regressionExample(med_house_val(id3965),2.237).
regressionExample(med_house_val(id3966),2.156).
regressionExample(med_house_val(id3967),2.015).
regressionExample(med_house_val(id3968),2.092).
regressionExample(med_house_val(id3969),2.202).
regressionExample(med_house_val(id3970),2.213).
regressionExample(med_house_val(id3971),2.667).
regressionExample(med_house_val(id3972),2.249).
regressionExample(med_house_val(id3973),2.228).
regressionExample(med_house_val(id3974),1.875).
regressionExample(med_house_val(id3975),3.405).
regressionExample(med_house_val(id3976),2.448).
regressionExample(med_house_val(id3977),3.331).
regressionExample(med_house_val(id3978),2.674).
regressionExample(med_house_val(id3979),2.458).
regressionExample(med_house_val(id3980),2.464).
regressionExample(med_house_val(id3981),2.101).
regressionExample(med_house_val(id3982),2.139).
regressionExample(med_house_val(id3983),2.596).
regressionExample(med_house_val(id3984),4.33).
regressionExample(med_house_val(id3985),2.456).
regressionExample(med_house_val(id3986),2.484).
regressionExample(med_house_val(id3987),2.634).
regressionExample(med_house_val(id3988),2.473).
regressionExample(med_house_val(id3989),2.403).
regressionExample(med_house_val(id3990),2.43).
regressionExample(med_house_val(id3991),3.749).
regressionExample(med_house_val(id3992),3.382).
regressionExample(med_house_val(id3993),4.09).
regressionExample(med_house_val(id3994),4.398).
regressionExample(med_house_val(id3995),3.273).
regressionExample(med_house_val(id3996),3.349).
regressionExample(med_house_val(id3997),2.713).
regressionExample(med_house_val(id3998),3.289).
regressionExample(med_house_val(id3999),2.628).
regressionExample(med_house_val(id4000),3.083).
regressionExample(med_house_val(id4001),3.897).
regressionExample(med_house_val(id4002),3.676).
regressionExample(med_house_val(id4003),4.19).
regressionExample(med_house_val(id4004),2.785).
regressionExample(med_house_val(id4005),3.191).
regressionExample(med_house_val(id4006),3.674).
regressionExample(med_house_val(id4007),3.477).
regressionExample(med_house_val(id4008),3.927).
regressionExample(med_house_val(id4009),4.099).
regressionExample(med_house_val(id4010),5.00001).
regressionExample(med_house_val(id4011),5.00001).
regressionExample(med_house_val(id4012),2.96).
regressionExample(med_house_val(id4013),3.131).
regressionExample(med_house_val(id4014),3.385).
regressionExample(med_house_val(id4015),5.00001).
regressionExample(med_house_val(id4016),4.507).
regressionExample(med_house_val(id4017),3.697).
regressionExample(med_house_val(id4018),3.619).
regressionExample(med_house_val(id4019),4.831).
regressionExample(med_house_val(id4020),3.117).
regressionExample(med_house_val(id4021),2.953).
regressionExample(med_house_val(id4022),2.19).
regressionExample(med_house_val(id4023),2.131).
regressionExample(med_house_val(id4024),2.16).
regressionExample(med_house_val(id4025),2.218).
regressionExample(med_house_val(id4026),2.438).
regressionExample(med_house_val(id4027),3.159).
regressionExample(med_house_val(id4028),3.11).
regressionExample(med_house_val(id4029),4.573).
regressionExample(med_house_val(id4030),1.745).
regressionExample(med_house_val(id4031),1.893).
regressionExample(med_house_val(id4032),4.436).
regressionExample(med_house_val(id4033),4.25).
regressionExample(med_house_val(id4034),5.00001).
regressionExample(med_house_val(id4035),5.00001).
regressionExample(med_house_val(id4036),2.596).
regressionExample(med_house_val(id4037),3.354).
regressionExample(med_house_val(id4038),2.906).
regressionExample(med_house_val(id4039),5.00001).
regressionExample(med_house_val(id4040),5.00001).
regressionExample(med_house_val(id4041),5.00001).
regressionExample(med_house_val(id4042),4.24).
regressionExample(med_house_val(id4043),5.00001).
regressionExample(med_house_val(id4044),3.036).
regressionExample(med_house_val(id4045),5.00001).
regressionExample(med_house_val(id4046),5.00001).
regressionExample(med_house_val(id4047),5.00001).
regressionExample(med_house_val(id4048),5.00001).
regressionExample(med_house_val(id4049),5.00001).
regressionExample(med_house_val(id4050),5.00001).
regressionExample(med_house_val(id4051),5.00001).
regressionExample(med_house_val(id4052),2.958).
regressionExample(med_house_val(id4053),4.676).
regressionExample(med_house_val(id4054),4.474).
regressionExample(med_house_val(id4055),3.606).
regressionExample(med_house_val(id4056),3.825).
regressionExample(med_house_val(id4057),5.00001).
regressionExample(med_house_val(id4058),3.591).
regressionExample(med_house_val(id4059),3.017).
regressionExample(med_house_val(id4060),3.045).
regressionExample(med_house_val(id4061),3.183).
regressionExample(med_house_val(id4062),3.326).
regressionExample(med_house_val(id4063),4.784).
regressionExample(med_house_val(id4064),2.654).
regressionExample(med_house_val(id4065),3.349).
regressionExample(med_house_val(id4066),4.573).
regressionExample(med_house_val(id4067),3.925).
regressionExample(med_house_val(id4068),5.00001).
regressionExample(med_house_val(id4069),4.955).
regressionExample(med_house_val(id4070),5.00001).
regressionExample(med_house_val(id4071),5.00001).
regressionExample(med_house_val(id4072),5.00001).
regressionExample(med_house_val(id4073),5.00001).
regressionExample(med_house_val(id4074),5.00001).
regressionExample(med_house_val(id4075),5.00001).
regressionExample(med_house_val(id4076),5.00001).
regressionExample(med_house_val(id4077),4.908).
regressionExample(med_house_val(id4078),5.00001).
regressionExample(med_house_val(id4079),5.00001).
regressionExample(med_house_val(id4080),3.661).
regressionExample(med_house_val(id4081),2.631).
regressionExample(med_house_val(id4082),3.761).
regressionExample(med_house_val(id4083),3.206).
regressionExample(med_house_val(id4084),3.659).
regressionExample(med_house_val(id4085),3.944).
regressionExample(med_house_val(id4086),4.25).
regressionExample(med_house_val(id4087),2.563).
regressionExample(med_house_val(id4088),3.691).
regressionExample(med_house_val(id4089),4.259).
regressionExample(med_house_val(id4090),3.714).
regressionExample(med_house_val(id4091),3.723).
regressionExample(med_house_val(id4092),3.559).
regressionExample(med_house_val(id4093),3.417).
regressionExample(med_house_val(id4094),3.75).
regressionExample(med_house_val(id4095),3.804).
regressionExample(med_house_val(id4096),3.745).
regressionExample(med_house_val(id4097),3.647).
regressionExample(med_house_val(id4098),4.24).
regressionExample(med_house_val(id4099),2.952).
regressionExample(med_house_val(id4100),1.979).
regressionExample(med_house_val(id4101),3.677).
regressionExample(med_house_val(id4102),3.867).
regressionExample(med_house_val(id4103),3.092).
regressionExample(med_house_val(id4104),3.735).
regressionExample(med_house_val(id4105),3.859).
regressionExample(med_house_val(id4106),4.096).
regressionExample(med_house_val(id4107),4.956).
regressionExample(med_house_val(id4108),3.964).
regressionExample(med_house_val(id4109),5.00001).
regressionExample(med_house_val(id4110),5.00001).
regressionExample(med_house_val(id4111),4.838).
regressionExample(med_house_val(id4112),5.00001).
regressionExample(med_house_val(id4113),3.993).
regressionExample(med_house_val(id4114),3.607).
regressionExample(med_house_val(id4115),4.976).
regressionExample(med_house_val(id4116),5.00001).
regressionExample(med_house_val(id4117),5.00001).
regressionExample(med_house_val(id4118),2.746).
regressionExample(med_house_val(id4119),2.477).
regressionExample(med_house_val(id4120),2.939).
regressionExample(med_house_val(id4121),2.579).
regressionExample(med_house_val(id4122),2.915).
regressionExample(med_house_val(id4123),1.75).
regressionExample(med_house_val(id4124),2.581).
regressionExample(med_house_val(id4125),2.724).
regressionExample(med_house_val(id4126),2.042).
regressionExample(med_house_val(id4127),1.865).
regressionExample(med_house_val(id4128),1.898).
regressionExample(med_house_val(id4129),2.17).
regressionExample(med_house_val(id4130),2.092).
regressionExample(med_house_val(id4131),1.804).
regressionExample(med_house_val(id4132),1.936).
regressionExample(med_house_val(id4133),2.142).
regressionExample(med_house_val(id4134),1.738).
regressionExample(med_house_val(id4135),1.781).
regressionExample(med_house_val(id4136),1.821).
regressionExample(med_house_val(id4137),1.651).
regressionExample(med_house_val(id4138),1.679).
regressionExample(med_house_val(id4139),1.692).
regressionExample(med_house_val(id4140),1.734).
regressionExample(med_house_val(id4141),2.32).
regressionExample(med_house_val(id4142),1.98).
regressionExample(med_house_val(id4143),1.625).
regressionExample(med_house_val(id4144),1.464).
regressionExample(med_house_val(id4145),1.706).
regressionExample(med_house_val(id4146),1.721).
regressionExample(med_house_val(id4147),1.964).
regressionExample(med_house_val(id4148),1.736).
regressionExample(med_house_val(id4149),1.676).
regressionExample(med_house_val(id4150),1.62).
regressionExample(med_house_val(id4151),1.739).
regressionExample(med_house_val(id4152),1.758).
regressionExample(med_house_val(id4153),1.9).
regressionExample(med_house_val(id4154),1.713).
regressionExample(med_house_val(id4155),1.629).
regressionExample(med_house_val(id4156),1.564).
regressionExample(med_house_val(id4157),1.556).
regressionExample(med_house_val(id4158),1.769).
regressionExample(med_house_val(id4159),1.5).
regressionExample(med_house_val(id4160),1.677).
regressionExample(med_house_val(id4161),1.838).
regressionExample(med_house_val(id4162),1.522).
regressionExample(med_house_val(id4163),1.693).
regressionExample(med_house_val(id4164),1.438).
regressionExample(med_house_val(id4165),1.539).
regressionExample(med_house_val(id4166),1.857).
regressionExample(med_house_val(id4167),1.663).
regressionExample(med_house_val(id4168),1.545).
regressionExample(med_house_val(id4169),2.282).
regressionExample(med_house_val(id4170),2.183).
regressionExample(med_house_val(id4171),1.868).
regressionExample(med_house_val(id4172),2.521).
regressionExample(med_house_val(id4173),1.438).
regressionExample(med_house_val(id4174),1.529).
regressionExample(med_house_val(id4175),2.417).
regressionExample(med_house_val(id4176),1.482).
regressionExample(med_house_val(id4177),1.966).
regressionExample(med_house_val(id4178),1.57).
regressionExample(med_house_val(id4179),1.497).
regressionExample(med_house_val(id4180),1.389).
regressionExample(med_house_val(id4181),1.65).
regressionExample(med_house_val(id4182),1.813).
regressionExample(med_house_val(id4183),2.444).
regressionExample(med_house_val(id4184),2.125).
regressionExample(med_house_val(id4185),2.058).
regressionExample(med_house_val(id4186),1.858).
regressionExample(med_house_val(id4187),2.148).
regressionExample(med_house_val(id4188),2.445).
regressionExample(med_house_val(id4189),1.854).
regressionExample(med_house_val(id4190),1.705).
regressionExample(med_house_val(id4191),2.209).
regressionExample(med_house_val(id4192),2.408).
regressionExample(med_house_val(id4193),1.838).
regressionExample(med_house_val(id4194),2.042).
regressionExample(med_house_val(id4195),2.211).
regressionExample(med_house_val(id4196),2.235).
regressionExample(med_house_val(id4197),1.871).
regressionExample(med_house_val(id4198),1.531).
regressionExample(med_house_val(id4199),1.688).
regressionExample(med_house_val(id4200),1.542).
regressionExample(med_house_val(id4201),1.788).
regressionExample(med_house_val(id4202),1.767).
regressionExample(med_house_val(id4203),1.56).
regressionExample(med_house_val(id4204),2.14).
regressionExample(med_house_val(id4205),2.109).
regressionExample(med_house_val(id4206),2.178).
regressionExample(med_house_val(id4207),2.089).
regressionExample(med_house_val(id4208),1.563).
regressionExample(med_house_val(id4209),1.413).
regressionExample(med_house_val(id4210),1.7).
regressionExample(med_house_val(id4211),1.643).
regressionExample(med_house_val(id4212),2.773).
regressionExample(med_house_val(id4213),2.707).
regressionExample(med_house_val(id4214),2.045).
regressionExample(med_house_val(id4215),2.089).
regressionExample(med_house_val(id4216),2.303).
regressionExample(med_house_val(id4217),2.766).
regressionExample(med_house_val(id4218),3.526).
regressionExample(med_house_val(id4219),4.956).
regressionExample(med_house_val(id4220),4.383).
regressionExample(med_house_val(id4221),5.00001).
regressionExample(med_house_val(id4222),2.091).
regressionExample(med_house_val(id4223),2.382).
regressionExample(med_house_val(id4224),2.306).
regressionExample(med_house_val(id4225),5.00001).
regressionExample(med_house_val(id4226),2.643).
regressionExample(med_house_val(id4227),2.542).
regressionExample(med_house_val(id4228),2.655).
regressionExample(med_house_val(id4229),2.667).
regressionExample(med_house_val(id4230),5.00001).
regressionExample(med_house_val(id4231),4.364).
regressionExample(med_house_val(id4232),3.919).
regressionExample(med_house_val(id4233),2.833).
regressionExample(med_house_val(id4234),5.00001).
regressionExample(med_house_val(id4235),5.00001).
regressionExample(med_house_val(id4236),4.333).
regressionExample(med_house_val(id4237),5.00001).
regressionExample(med_house_val(id4238),4.987).
regressionExample(med_house_val(id4239),3.935).
regressionExample(med_house_val(id4240),4.344).
regressionExample(med_house_val(id4241),4.357).
regressionExample(med_house_val(id4242),4.107).
regressionExample(med_house_val(id4243),4.383).
regressionExample(med_house_val(id4244),3.429).
regressionExample(med_house_val(id4245),4.302).
regressionExample(med_house_val(id4246),5.00001).
regressionExample(med_house_val(id4247),5.00001).
regressionExample(med_house_val(id4248),5.00001).
regressionExample(med_house_val(id4249),5.00001).
regressionExample(med_house_val(id4250),5.00001).
regressionExample(med_house_val(id4251),3.645).
regressionExample(med_house_val(id4252),4.051).
regressionExample(med_house_val(id4253),5.00001).
regressionExample(med_house_val(id4254),2.25).
regressionExample(med_house_val(id4255),3.722).
regressionExample(med_house_val(id4256),4.364).
regressionExample(med_house_val(id4257),2.5).
regressionExample(med_house_val(id4258),2.375).
regressionExample(med_house_val(id4259),4.688).
regressionExample(med_house_val(id4260),5.00001).
regressionExample(med_house_val(id4261),3.25).
regressionExample(med_house_val(id4262),2.321).
regressionExample(med_house_val(id4263),1.875).
regressionExample(med_house_val(id4264),3.333).
regressionExample(med_house_val(id4265),3.5).
regressionExample(med_house_val(id4266),4.5).
regressionExample(med_house_val(id4267),3.4).
regressionExample(med_house_val(id4268),2.625).
regressionExample(med_house_val(id4269),2.5).
regressionExample(med_house_val(id4270),3.5).
regressionExample(med_house_val(id4271),2.375).
regressionExample(med_house_val(id4272),2.375).
regressionExample(med_house_val(id4273),1.938).
regressionExample(med_house_val(id4274),1.625).
regressionExample(med_house_val(id4275),2.0).
regressionExample(med_house_val(id4276),2.5).
regressionExample(med_house_val(id4277),0.675).
regressionExample(med_house_val(id4278),2.111).
regressionExample(med_house_val(id4279),1.0).
regressionExample(med_house_val(id4280),1.938).
regressionExample(med_house_val(id4281),2.5).
regressionExample(med_house_val(id4282),1.75).
regressionExample(med_house_val(id4283),2.219).
regressionExample(med_house_val(id4284),2.25).
regressionExample(med_house_val(id4285),2.0).
regressionExample(med_house_val(id4286),1.375).
regressionExample(med_house_val(id4287),2.063).
regressionExample(med_house_val(id4288),1.667).
regressionExample(med_house_val(id4289),2.188).
regressionExample(med_house_val(id4290),2.167).
regressionExample(med_house_val(id4291),2.5).
regressionExample(med_house_val(id4292),2.033).
regressionExample(med_house_val(id4293),1.875).
regressionExample(med_house_val(id4294),2.304).
regressionExample(med_house_val(id4295),1.625).
regressionExample(med_house_val(id4296),1.725).
regressionExample(med_house_val(id4297),1.75).
regressionExample(med_house_val(id4298),2.25).
regressionExample(med_house_val(id4299),1.125).
regressionExample(med_house_val(id4300),1.583).
regressionExample(med_house_val(id4301),1.984).
regressionExample(med_house_val(id4302),2.625).
regressionExample(med_house_val(id4303),2.616).
regressionExample(med_house_val(id4304),2.533).
regressionExample(med_house_val(id4305),2.056).
regressionExample(med_house_val(id4306),2.267).
regressionExample(med_house_val(id4307),1.875).
regressionExample(med_house_val(id4308),2.406).
regressionExample(med_house_val(id4309),2.182).
regressionExample(med_house_val(id4310),2.088).
regressionExample(med_house_val(id4311),2.125).
regressionExample(med_house_val(id4312),2.188).
regressionExample(med_house_val(id4313),2.0).
regressionExample(med_house_val(id4314),1.65).
regressionExample(med_house_val(id4315),2.2).
regressionExample(med_house_val(id4316),2.047).
regressionExample(med_house_val(id4317),2.1).
regressionExample(med_house_val(id4318),3.467).
regressionExample(med_house_val(id4319),3.216).
regressionExample(med_house_val(id4320),5.00001).
regressionExample(med_house_val(id4321),2.806).
regressionExample(med_house_val(id4322),3.957).
regressionExample(med_house_val(id4323),3.42).
regressionExample(med_house_val(id4324),3.158).
regressionExample(med_house_val(id4325),3.339).
regressionExample(med_house_val(id4326),3.048).
regressionExample(med_house_val(id4327),3.804).
regressionExample(med_house_val(id4328),5.00001).
regressionExample(med_house_val(id4329),4.429).
regressionExample(med_house_val(id4330),2.545).
regressionExample(med_house_val(id4331),2.875).
regressionExample(med_house_val(id4332),3.581).
regressionExample(med_house_val(id4333),2.2).
regressionExample(med_house_val(id4334),3.303).
regressionExample(med_house_val(id4335),3.803).
regressionExample(med_house_val(id4336),2.475).
regressionExample(med_house_val(id4337),2.056).
regressionExample(med_house_val(id4338),2.511).
regressionExample(med_house_val(id4339),2.271).
regressionExample(med_house_val(id4340),2.1).
regressionExample(med_house_val(id4341),2.125).
regressionExample(med_house_val(id4342),2.25).
regressionExample(med_house_val(id4343),2.583).
regressionExample(med_house_val(id4344),1.739).
regressionExample(med_house_val(id4345),1.375).
regressionExample(med_house_val(id4346),5.00001).
regressionExample(med_house_val(id4347),5.00001).
regressionExample(med_house_val(id4348),5.00001).
regressionExample(med_house_val(id4349),5.00001).
regressionExample(med_house_val(id4350),4.167).
regressionExample(med_house_val(id4351),5.00001).
regressionExample(med_house_val(id4352),5.00001).
regressionExample(med_house_val(id4353),5.00001).
regressionExample(med_house_val(id4354),5.00001).
regressionExample(med_house_val(id4355),5.00001).
regressionExample(med_house_val(id4356),5.00001).
regressionExample(med_house_val(id4357),3.553).
regressionExample(med_house_val(id4358),3.671).
regressionExample(med_house_val(id4359),3.741).
regressionExample(med_house_val(id4360),3.0).
regressionExample(med_house_val(id4361),5.00001).
regressionExample(med_house_val(id4362),3.979).
regressionExample(med_house_val(id4363),3.936).
regressionExample(med_house_val(id4364),4.237).
regressionExample(med_house_val(id4365),3.186).
regressionExample(med_house_val(id4366),3.5).
regressionExample(med_house_val(id4367),4.216).
regressionExample(med_house_val(id4368),4.127).
regressionExample(med_house_val(id4369),3.068).
regressionExample(med_house_val(id4370),3.521).
regressionExample(med_house_val(id4371),3.975).
regressionExample(med_house_val(id4372),3.605).
regressionExample(med_house_val(id4373),3.24).
regressionExample(med_house_val(id4374),3.046).
regressionExample(med_house_val(id4375),2.109).
regressionExample(med_house_val(id4376),2.0).
regressionExample(med_house_val(id4377),2.173).
regressionExample(med_house_val(id4378),3.448).
regressionExample(med_house_val(id4379),2.688).
regressionExample(med_house_val(id4380),1.965).
regressionExample(med_house_val(id4381),2.523).
regressionExample(med_house_val(id4382),2.788).
regressionExample(med_house_val(id4383),2.414).
regressionExample(med_house_val(id4384),2.308).
regressionExample(med_house_val(id4385),2.25).
regressionExample(med_house_val(id4386),1.667).
regressionExample(med_house_val(id4387),2.033).
regressionExample(med_house_val(id4388),1.875).
regressionExample(med_house_val(id4389),1.988).
regressionExample(med_house_val(id4390),1.705).
regressionExample(med_house_val(id4391),1.875).
regressionExample(med_house_val(id4392),1.6).
regressionExample(med_house_val(id4393),1.575).
regressionExample(med_house_val(id4394),1.843).
regressionExample(med_house_val(id4395),2.0).
regressionExample(med_house_val(id4396),2.031).
regressionExample(med_house_val(id4397),1.85).
regressionExample(med_house_val(id4398),1.708).
regressionExample(med_house_val(id4399),1.82).
regressionExample(med_house_val(id4400),2.288).
regressionExample(med_house_val(id4401),2.135).
regressionExample(med_house_val(id4402),1.691).
regressionExample(med_house_val(id4403),2.192).
regressionExample(med_house_val(id4404),1.563).
regressionExample(med_house_val(id4405),1.438).
regressionExample(med_house_val(id4406),1.875).
regressionExample(med_house_val(id4407),1.375).
regressionExample(med_house_val(id4408),1.361).
regressionExample(med_house_val(id4409),1.5).
regressionExample(med_house_val(id4410),1.555).
regressionExample(med_house_val(id4411),2.1).
regressionExample(med_house_val(id4412),2.417).
regressionExample(med_house_val(id4413),2.0).
regressionExample(med_house_val(id4414),1.692).
regressionExample(med_house_val(id4415),1.743).
regressionExample(med_house_val(id4416),1.894).
regressionExample(med_house_val(id4417),1.667).
regressionExample(med_house_val(id4418),1.678).
regressionExample(med_house_val(id4419),1.898).
regressionExample(med_house_val(id4420),1.792).
regressionExample(med_house_val(id4421),1.817).
regressionExample(med_house_val(id4422),2.321).
regressionExample(med_house_val(id4423),2.179).
regressionExample(med_house_val(id4424),1.75).
regressionExample(med_house_val(id4425),2.25).
regressionExample(med_house_val(id4426),1.375).
regressionExample(med_house_val(id4427),1.925).
regressionExample(med_house_val(id4428),1.333).
regressionExample(med_house_val(id4429),1.5).
regressionExample(med_house_val(id4430),1.542).
regressionExample(med_house_val(id4431),1.521).
regressionExample(med_house_val(id4432),1.155).
regressionExample(med_house_val(id4433),1.14).
regressionExample(med_house_val(id4434),1.396).
regressionExample(med_house_val(id4435),1.596).
regressionExample(med_house_val(id4436),1.339).
regressionExample(med_house_val(id4437),1.732).
regressionExample(med_house_val(id4438),1.382).
regressionExample(med_house_val(id4439),1.26).
regressionExample(med_house_val(id4440),2.13).
regressionExample(med_house_val(id4441),1.53).
regressionExample(med_house_val(id4442),1.385).
regressionExample(med_house_val(id4443),1.442).
regressionExample(med_house_val(id4444),1.592).
regressionExample(med_house_val(id4445),1.458).
regressionExample(med_house_val(id4446),1.583).
regressionExample(med_house_val(id4447),1.602).
regressionExample(med_house_val(id4448),1.672).
regressionExample(med_house_val(id4449),1.917).
regressionExample(med_house_val(id4450),1.531).
regressionExample(med_house_val(id4451),1.688).
regressionExample(med_house_val(id4452),1.475).
regressionExample(med_house_val(id4453),1.708).
